papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
BOVH3,15.71,0.0,6.16,0.0,0.0,4.874,6.9,0.0,6.91,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1843320000.0,0.0,0.0
BPAC11,32.68,11.86,2.41,0.0,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329999999999998,0.0,315507000.0,51962100000.0,0.0,0.5165
BPAC3,16.28,17.73,3.6,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329999999999998,0.0,132037.0,51962100000.0,0.0,0.5165
BPAC5,8.38,9.13,1.86,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329999999999998,0.0,119107.0,51962100000.0,0.0,0.5165
BPAN4,9.01,15.9,1.42,0.0,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,0.0,18862900.0,8062790000.0,0.0,0.1383
BPAR3,182.07,5.64,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548,0.0,0.0,1983700000.0,0.0,0.0601
BPAT33,20.0,0.0,0.82,0.0,0.35719999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876492000.0,0.0,0.0
BPHA3,0.62,0.06,-0.24,-20.054,0.0,0.995,-0.38,0.78,-0.2,1.6,1.43,-25.8169,-336.525,4.0100999999999996,-4.025,0.06,0.0,-292294000.0,-0.26,-0.5339
BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,0.0,77395000.0,0.0,0.1341
BPNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,0.0,0.0,8062790000.0,0.0,0.1383
BRAP3,17.6,4.7,0.84,0.0,0.1534,0.836,10.59,-323.3,10.63,-290.08,-290.08,0.0,0.0,-0.0028000000000000004,0.1791,12.26,1603150.0,8214080000.0,0.0,0.0
BRAP4,18.28,4.88,0.87,0.0,0.1624,0.868,11.0,-335.79,11.04,-302.57,-302.57,0.0,0.0,-0.0028000000000000004,0.1791,12.26,93455800.0,8214080000.0,0.0,0.0
BRBI11,13.83,8.47,1.76,5.205,0.09539999999999998,0.13,1.95,59.65,1.95,10.0,7.81,0.0873,0.6144,0.2039,0.20739999999999997,1.07,3381450.0,826376000.0,11.92,-0.34759999999999996
BRFS3,18.33,-63.0,2.03,0.573,0.0,0.539,4.38,14.48,-2.01,19.08,7.5,0.039599999999999996,-0.004699999999999999,0.0622,-0.0321,1.37,224427000.0,15228100000.0,1.3,0.1217
BRGE11,13.18,33.11,0.73,273.039,0.031,0.325,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRGE12,13.47,33.84,0.75,279.047,0.0,0.332,0.87,-1.42,1.68,0.86,0.88,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRGE3,13.5,33.91,0.75,279.668,0.0,0.333,0.87,-1.42,1.69,0.86,0.87,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRGE5,13.18,33.11,0.73,273.039,0.0,0.325,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRGE6,12.92,32.46,0.72,267.653,0.0633,0.318,0.83,-1.36,1.62,0.92,0.94,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRGE7,13.07,32.83,0.73,270.76,0.0365,0.322,0.84,-1.38,1.63,0.9,0.92,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRGE8,13.17,33.08,0.73,272.832,0.0259,0.324,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,-0.5003,0.022099999999999998,3.06,0.0,1324180000.0,0.0,-0.4561
BRIT3,4.06,11.5,1.2,1.435,0.0215,0.559,10.2,7.32,-1.71,10.66,4.46,0.196,0.1246,0.0916,0.10400000000000001,1.36,3192520.0,1524660000.0,0.83,0.2748
BRIV3,12.86,71.86,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,1671490000.0,0.0,-0.4472
BRIV4,12.54,70.08,0.66,0.0,0.052199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,1671490000.0,0.0,-0.4472
BRKM3,17.86,-2.33,4.62,0.206,0.0,0.152,1.24,-9.16,-0.27,-24.93,10.62,-0.0225,-0.09449999999999999,-0.025699999999999997,-1.9813,1.44,282599.0,3083000000.0,13.85,0.0866
BRKM5,17.63,-2.3,4.56,0.204,0.0,0.15,1.22,-9.04,-0.26,-24.81,10.57,-0.0225,-0.09449999999999999,-0.025699999999999997,-1.9813,1.44,60724000.0,3083000000.0,13.85,0.0866
BRKM6,14.0,-1.83,3.62,0.162,0.0,0.119,0.97,-7.18,-0.21,-22.95,9.77,-0.0225,-0.09449999999999999,-0.025699999999999997,-1.9813,1.44,202.54,3083000000.0,13.85,0.0866
BRML3,8.26,0.0,0.52,0.0,0.0,0.328,-8.14,0.0,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,13096000000.0,0.2,0.06509999999999999
BRPR3,131.17,-0.57,0.05,0.695,12.0289,0.038,1.73,12.11,-0.49,-3.7,-2.55,0.0574,-1.2398,0.0034999999999999996,-0.0934,1.12,0.0,1136910000.0,0.07,-0.2505
BRSR3,11.6,5.62,0.48,0.0,0.0707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,94706.1,9798830000.0,0.0,0.047
BRSR4,181.1,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,0.0,9798830000.0,0.0,0.047
BRSR5,15.0,7.26,0.63,0.0,0.056600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,679.77,9798830000.0,0.0,0.047
BRSR6,10.98,5.32,0.46,0.0,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,24799500.0,9798830000.0,0.0,0.047
BRTP3,35.71,-67.26,2.45,1.168,0.0,0.684,8.98,6.03,-2.4,7.55,7.55,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366
BRTP4,20.81,-39.19,1.43,0.681,0.0,0.399,5.23,3.51,-1.4,5.03,5.03,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366
BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSCT5,3.5,30.51,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSEV3,9.0,56.31,-10.76,0.889,0.0,0.776,-1.59,4.4,-1.02,7.59,3.7,0.20190000000000002,0.0158,0.2066,-0.1912,0.39,0.0,-853187000.0,-8.95,0.0712
BSGR3,1091.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSLI3,9.9,17.54,1.39,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,0.0,32031.9,2582440000.0,0.0,0.053899999999999997
BSLI4,10.46,18.54,1.47,0.0,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,0.0,23294.9,2582440000.0,0.0,0.053899999999999997
BUET3,24.99,-5.46,-0.97,1.961,0.0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455
BUET4,18.49,-4.04,-0.72,1.451,0.0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455
CAFE3,2.0,0.02,-0.01,0.283,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113
CAFE4,0.5,0.0,0.0,0.071,0.0,0.004,0.0,-0.13,0.0,-45.27,-53.49,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113
CALI3,28.38,-91.35,4.34,1.47,0.0218,0.474,42.62,-20.93,-0.66,-29.63,-35.68,-0.0703,-0.0161,-0.0239,-0.047599999999999996,1.07,133.44,24305000.0,2.1,0.9453
CALI4,50.0,-160.94,7.65,2.59,0.0,0.835,75.08,-36.87,-1.17,-45.57,-54.88,-0.0703,-0.0161,-0.0239,-0.047599999999999996,1.07,0.0,24305000.0,2.1,0.9453
CAMB3,10.55,6.17,1.76,0.98,0.0334,1.219,4.48,4.42,6.85,4.14,3.69,0.2218,0.15869999999999998,0.3295,0.2858,2.27,835832.0,252806000.0,0.04,0.3048
CAMB4,6.25,3.66,1.05,0.58,0.0,0.722,2.66,2.62,4.06,2.34,2.09,0.2218,0.15869999999999998,0.3295,0.2858,2.27,0.0,252806000.0,0.04,0.3048
CAML3,9.7,9.42,1.1,0.302,0.0301,0.32,1.0,5.72,-2.87,10.69,7.42,0.0528,0.032,0.0864,0.1167,2.16,6672560.0,3087100000.0,1.86,0.19510000000000002
CASH3,5.38,38.05,0.59,1.508,0.4489,0.481,0.74,-13.3,0.83,5.91,12.21,-0.1133,0.0174,-0.1213,0.0154,6.89,11255000.0,798284000.0,0.0,0.2832
CASN3,10.45,171.41,5.31,6.419,0.0011,2.189,87.29,38.85,-5.2,45.14,25.67,0.16519999999999999,0.0374,0.062,0.031,1.18,0.0,2046180000.0,1.04,0.1101
CBAV3,7.16,-4.52,1.08,0.654,0.0,0.35,1.84,-13.79,-1.11,-22.93,32.08,-0.047400000000000005,-0.1303,-0.030699999999999998,-0.23800000000000002,2.24,26897300.0,4331710000.0,1.05,-0.1063
CBEE3,10.0,-16.17,0.47,0.328,0.0,0.14,-0.47,2.73,-0.27,9.07,5.06,0.12,-0.0203,0.055999999999999994,-0.0292,0.38,5729.7,5377520000.0,1.18,0.0755
CBMA3,0.01,0.0,0.0,0.0,0.0,0.007,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,-23264700000.0,-0.9,-0.0663
CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
CCIM3,5.52,-16.44,0.94,0.498,0.0,0.198,0.53,8.96,-1.09,25.04,38.84,0.0555,-0.030299999999999997,0.023799999999999998,-0.0575,2.58,0.0,660347000.0,1.93,0.2998
CCRO3,11.91,16.99,1.87,1.25,0.0355,0.426,6.08,4.27,-0.79,8.55,6.66,0.2929,0.0816,0.1184,0.11019999999999999,1.47,101329000.0,12847700000.0,2.5,0.16010000000000002
CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,0.021,0.04,0.0296,0.1207,1.48,0.0,82550000.0,0.48,0.12539999999999998
CCXC3,1.16,-0.48,-0.04,0.0,0.0,0.185,0.0,-0.65,0.0,-0.52,-0.52,0.0,0.0,0.0,0.0785,0.0,0.0,-52699000.0,0.0,0.0
CEAB3,9.66,14.92,0.97,0.43,0.0,0.335,2.41,4.66,-1.63,5.42,2.52,0.0922,0.0288,0.09820000000000001,0.06480000000000001,1.45,42188000.0,3080260000.0,0.55,0.10949999999999999
CEBR3,22.98,9.49,1.57,4.666,0.08259999999999999,1.118,2.33,13.4,2.55,7.79,7.32,0.3481,0.6331,0.16,0.166,8.05,262801.0,1051840000.0,0.0,-0.413
CEBR5,18.7,7.72,1.28,3.797,0.1015,0.909,1.89,10.91,2.08,5.29,4.98,0.3481,0.6331,0.16,0.166,8.05,92105.0,1051840000.0,0.0,-0.413
CEBR6,20.49,8.46,1.4,4.16,0.10189999999999999,0.996,2.07,11.95,2.28,6.34,5.96,0.3481,0.6331,0.16,0.166,8.05,131691.0,1051840000.0,0.0,-0.413
CEDO3,28.0,3.51,1.31,0.265,0.0,0.321,2.36,1.3,-1.33,2.91,2.63,0.20440000000000003,0.0779,0.2748,0.3729,1.36,7963.19,213854000.0,1.68,0.1531
CEDO4,26.1,3.27,1.22,0.247,0.0,0.299,2.2,1.21,-1.24,2.83,2.55,0.20440000000000003,0.0779,0.2748,0.3729,1.36,26140.4,213854000.0,1.68,0.1531
CEEB3,39.02,5.65,1.48,0.676,0.1322,0.358,-11.99,2.59,-0.65,5.97,4.87,0.2611,0.11960000000000001,0.1508,0.262,0.87,25800.6,6904000000.0,2.11,0.10279999999999999
CEEB5,39.0,5.65,1.48,0.676,0.1322,0.358,-11.98,2.59,-0.65,5.97,4.87,0.2611,0.11960000000000001,0.1508,0.262,0.87,449.05,6904000000.0,2.11,0.10279999999999999
CEED3,15.21,-2.26,-0.31,0.217,0.0,0.135,4.75,2.16,-0.13,9.1,7.01,0.10060000000000001,-0.0962,0.0808,0.1382,1.08,853.14,-3324780000.0,-1.35,0.096
CEED4,25.0,-3.71,-0.51,0.357,0.0,0.222,7.8,3.55,-0.21,10.49,8.08,0.10060000000000001,-0.0962,0.0808,0.1382,1.08,290.7,-3324780000.0,-1.35,0.096
CEGR3,68.0,0.0,12.16,0.0,0.022099999999999998,3.841,80.7,0.0,-9.15,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1452400000.0,0.86,0.124
CELM3,15.0,-0.67,-0.16,0.257,0.0,0.132,-0.21,-1.02,-0.1,-4.26,-4.26,-0.2514,-0.3836,-0.156,0.2341,0.44,0.0,-11104000.0,-0.66,0.057999999999999996
CEPE3,128.0,596.9,5.85,1.129,0.0,0.658,15.66,7.82,-1.11,13.99,10.41,0.14429999999999998,0.0019,0.0989,0.0098,1.17,0.0,1632000000.0,5.42,0.0447
CEPE5,40.12,187.09,1.83,0.354,0.0,0.206,4.91,2.45,-0.35,8.62,6.41,0.14429999999999998,0.0019,0.0989,0.0098,1.17,0.0,1632000000.0,5.42,0.0447
CEPE6,43.0,200.52,1.97,0.379,0.0,0.221,5.26,2.63,-0.37,8.8,6.54,0.14429999999999998,0.0019,0.0989,0.0098,1.17,0.0,1632000000.0,5.42,0.0447
CESP3,25.55,0.0,1.12,0.0,0.0,0.65,6.6,0.0,-2.29,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,7977010000.0,0.32,0.1391
CESP4,16.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,7977010000.0,0.32,0.1391
CESP5,25.0,0.0,1.09,0.0,0.0,0.636,6.45,0.0,-2.24,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,7977010000.0,0.32,0.1391
CESP6,25.25,0.0,1.1,0.0,0.0,0.642,6.52,0.0,-2.26,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,7977010000.0,0.32,0.1391
CFLU4,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888,0.1072,0.17679999999999998,0.3215,1.1,0.0,60351000.0,0.06,0.0814
CGAS3,111.98,5.88,17.22,0.999,0.0983,0.99,543.0,5.5,-1.75,7.55,6.18,0.1818,0.17,0.2396,2.9291,1.0,21731.8,861744000.0,9.4,0.17300000000000001
CGAS5,119.0,6.25,18.3,1.062,0.1017,1.052,577.04,5.84,-1.86,7.9,6.46,0.1818,0.17,0.2396,2.9291,1.0,89932.0,861744000.0,9.4,0.17300000000000001
CGOS3,26.2,-4.85,1.89,0.509,0.0,0.167,-0.83,-256.6,-0.25,-570.29,-570.29,-0.002,-0.1048,-0.0008,-0.39020000000000005,0.54,0.0,453387000.0,2.48,0.0897
CGOS4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-313.85,-313.85,-0.002,-0.1048,-0.0008,-0.39020000000000005,0.54,0.0,453387000.0,2.48,0.0897
CGRA3,24.79,5.49,0.56,0.725,0.1069,0.398,1.55,6.36,2.63,4.34,3.11,0.114,0.1319,0.0795,0.10189999999999999,2.4,81713.5,889748000.0,0.0,0.1242
CGRA4,25.2,5.58,0.57,0.736,0.1052,0.404,1.57,6.46,2.68,4.44,3.18,0.114,0.1319,0.0795,0.10189999999999999,2.4,129105.0,889748000.0,0.0,0.1242
CIEL3,5.64,7.13,1.26,2.386,0.0642,0.142,2.46,12.15,5.38,7.76,5.54,0.19640000000000002,0.3346,0.1563,0.17670000000000002,1.07,132197000.0,12164500000.0,0.34,-0.0735
CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,0.127,0.15869999999999998,1.36,0.0,296175000.0,0.84,0.1623
CLAN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0105,0.0,0.0,1012240000.0,0.0,-0.6396000000000001
CLAN4,3.0,-44.92,0.47,15.151,0.0,0.406,-15.5,-82.56,-6.36,-97.43,22.68,-0.18350000000000002,-0.3373,-0.005,-0.0105,0.73,0.0,1012240000.0,0.08,-0.6396000000000001
CLSA3,9.07,-88.54,2.39,3.471,0.0,1.959,4.3,-22.96,4.48,-17.98,-46.38,-0.15109999999999998,-0.0392,-0.1666,-0.027000000000000003,3.83,16185800.0,714122000.0,0.04,0.0277
CLSC3,66.6,4.5,0.82,0.247,0.042300000000000004,0.207,-19.49,2.73,-0.45,5.17,3.84,0.0906,0.054900000000000004,0.08869999999999999,0.183,0.96,28978.4,3120450000.0,1.02,0.0621
CLSC4,72.03,4.87,0.89,0.267,0.043,0.223,-21.08,2.95,-0.48,5.39,4.01,0.0906,0.054900000000000004,0.08869999999999999,0.183,0.96,332398.0,3120450000.0,1.02,0.0621
CLSC5,39.01,2.64,0.48,0.145,0.0,0.121,-11.41,1.6,-0.26,4.04,3.0,0.0906,0.054900000000000004,0.08869999999999999,0.183,0.96,0.0,3120450000.0,1.02,0.0621
CLSC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120450000.0,0.0,0.0621
CMET4,3.91,8.1,5.38,3.068,0.0,3.136,9.47,5.72,27.2,5.34,5.34,0.5363,0.4303,0.8140000000000001,0.664,2.64,0.0,2847970000.0,0.18,0.3018
CMIG3,12.41,6.43,1.4,0.953,0.07400000000000001,0.618,18.14,4.82,-2.06,5.79,4.92,0.19760000000000003,0.1482,0.1464,0.21719999999999998,1.15,4196500.0,25414600000.0,0.46,0.1107
CMIG4,10.18,5.28,1.15,0.782,0.0902,0.507,14.88,3.96,-1.69,4.93,4.19,0.19760000000000003,0.1482,0.1464,0.21719999999999998,1.15,146706000.0,25414600000.0,0.46,0.1107
CMIN3,4.87,7.4,2.21,1.494,0.1058,0.899,3.21,4.53,-5.74,4.17,3.53,0.33020000000000005,0.20199999999999999,0.32770000000000005,0.2988,2.79,57473700.0,12084400000.0,0.69,-0.0172
CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,-0.0192,0.0,0.0,-79623000.0,0.0,0.0
CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,0.1827,0.1677,0.1201,0.1739,2.2,0.0,1552470000.0,0.47,-0.1061
COCE3,35.2,7.54,0.63,0.329,0.0274,0.207,-0.9,1.89,-0.45,5.88,4.22,0.1736,0.0436,0.1207,0.08410000000000001,0.48,1143.95,4320830000.0,1.36,0.1251
COCE5,34.0,7.28,0.61,0.318,0.028399999999999998,0.2,-0.87,1.83,-0.43,5.81,4.17,0.1736,0.0436,0.1207,0.08410000000000001,0.48,950409.0,4320830000.0,1.36,0.1251
COCE6,35.0,7.5,0.63,0.327,0.0,0.206,-0.9,1.88,-0.44,5.86,4.21,0.1736,0.0436,0.1207,0.08410000000000001,0.48,0.0,4320830000.0,1.36,0.1251
COGN3,1.8,-6.08,0.29,0.563,0.0,0.135,2.83,2.78,-0.45,7.73,4.98,0.2021,-0.09480000000000001,0.055,-0.04769999999999999,1.33,68481600.0,11648400000.0,0.67,-0.015300000000000001
CORR3,12.0,0.04,0.06,0.834,0.0,0.017,0.03,-0.08,0.42,3.33,3.38,-10.576600000000001,21.4114,-0.8543999999999999,1.5284,4.25,0.0,4665000.0,0.0,-0.42090000000000005
CORR4,82.0,0.27,0.41,5.701,0.0,0.118,0.2,-0.54,2.84,2.87,2.91,-10.576600000000001,21.4114,-0.8543999999999999,1.5284,4.25,0.0,4665000.0,0.0,-0.42090000000000005
CPFE3,33.34,6.85,1.87,0.959,0.1061,0.509,-24.72,3.37,-1.06,5.32,4.56,0.2847,0.1408,0.1707,0.2731,0.92,72805300.0,20534000000.0,1.35,0.08289999999999999
CPFG3,12.65,1.96,0.51,0.451,0.0,0.138,-0.78,0.74,-0.36,1.01,0.79,0.6129,0.3661,0.2053,0.2608,0.44,0.0,4487640000.0,0.46,0.1431
CPFG4,12.26,1.9,0.5,0.437,0.0,0.134,-0.75,0.71,-0.35,0.99,0.77,0.6129,0.3661,0.2053,0.2608,0.44,0.0,4487640000.0,0.46,0.1431
CPFP4,44.0,4.23,3.11,0.401,0.0,0.3,-4.04,2.0,-0.48,5.04,4.44,0.2007,0.0949,0.1725,0.7365,0.79,0.0,750369000.0,5.25,0.096
CPLE11,50.12,13.82,1.22,1.399,0.032799999999999996,0.539,7.79,8.51,-1.75,11.14,7.98,0.16449999999999998,0.1041,0.07400000000000001,0.0886,1.39,0.0,24417600000.0,0.62,0.0654
CPLE3,8.26,11.39,1.01,1.153,0.0418,0.444,6.42,7.01,-1.45,9.64,6.9,0.16449999999999998,0.1041,0.07400000000000001,0.0886,1.39,68404700.0,24417600000.0,0.62,0.0654
CPLE5,19.0,26.19,2.32,2.653,0.0253,1.022,14.76,16.12,-3.32,18.76,13.43,0.16449999999999998,0.1041,0.07400000000000001,0.0886,1.39,1860.35,24417600000.0,0.62,0.0654
CPLE6,9.25,12.75,1.13,1.291,0.041100000000000005,0.497,7.18,7.85,-1.62,10.48,7.51,0.16449999999999998,0.1041,0.07400000000000001,0.0886,1.39,166242000.0,24417600000.0,0.62,0.0654
CPNY3,2.35,-11.0,0.42,0.232,0.0,0.054,0.2,1.21,-0.13,4.21,4.21,0.1913,-0.021099999999999997,0.0548,-0.038599999999999995,2.26,0.0,398830000.0,2.33,0.201
CPRE3,18.23,8.3,2.17,3.015,0.0,0.964,-3.82,5.06,-2.29,5.22,4.2,0.5956,0.3691,0.2054,0.2615,0.33,0.0,4985740000.0,0.2,0.1721
CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,0.1359,0.092,0.5715,0.4082,1.89,0.0,1634730000.0,0.17,0.16210000000000002
CRBM3,90.0,-28.95,3.26,1.498,0.0,1.172,2.98,-15.45,16.9,-14.17,-14.17,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158
CRBM7,60.0,-19.3,2.18,0.999,0.0,0.782,1.99,-10.3,11.26,-9.02,-9.02,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158
CREM3,14.5,32.69,2.45,0.685,0.0,0.67,4.89,8.52,-5.41,12.04,7.07,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027
CREM4,48.0,0.11,0.01,0.002,0.0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027
CRFB3,9.73,-31.9,1.06,0.186,0.0087,0.22,-244.21,5.43,-0.75,10.12,6.74,0.0342,-0.0039000000000000003,0.054900000000000004,-0.0333,1.0,63239600.0,19301000000.0,1.25,0.1684
CRIV3,6.98,39.11,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,1058750000.0,0.0,-0.001
CRIV4,6.74,37.77,0.66,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,1058750000.0,0.0,-0.001
CRPG3,33.8,241.89,1.44,1.827,0.1375,1.019,1.87,-17.89,2.6,-15.8,-31.42,-0.10210000000000001,0.0076,-0.0697,0.006,4.9,0.0,679978000.0,0.01,-0.024
CRPG5,29.8,213.26,1.27,1.611,0.1563,0.899,1.65,-15.78,2.3,-13.69,-27.21,-0.10210000000000001,0.0076,-0.0697,0.006,4.9,72082.5,679978000.0,0.01,-0.024
CRPG6,30.99,221.78,1.32,1.675,0.15,0.935,1.71,-16.41,2.39,-14.32,-28.46,-0.10210000000000001,0.0076,-0.0697,0.006,4.9,15578.5,679978000.0,0.01,-0.024
CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011
CRTP5,62.1,15.98,1.71,1.748,0.0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011
CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,0.3189,0.2613,0.46799999999999997,0.8876000000000001,1.19,0.0,1877350000.0,0.63,0.0304
CSAB3,30.5,58.43,1.11,312.32,0.0,0.566,0.0,18.86,0.0,0.0,0.0,16.5627,5.3453,0.0,0.0189,0.0,0.0,211654000.0,0.0,-0.1783
CSAB4,48.97,93.81,1.78,501.453,0.0,0.909,0.0,30.28,0.0,0.0,0.0,16.5627,5.3453,0.0,0.0189,0.0,0.0,211654000.0,0.0,-0.1783
CSAN3,12.72,13.2,1.15,0.601,0.0355,0.167,1.7,3.22,-0.39,9.9,6.73,0.1865,0.14029999999999998,0.0602,0.0874,1.79,164152000.0,20676800000.0,3.18,0.3666
CSED3,4.1,11.77,1.05,0.629,0.0401,0.334,-8.71,3.65,-0.69,4.37,2.66,0.1725,0.053399999999999996,0.1054,0.0891,0.84,3184160.0,1425110000.0,0.55,0.09789999999999999
CSMG3,19.72,5.38,0.97,0.995,0.1807,0.53,18.47,3.86,-1.84,5.82,4.13,0.2579,0.18489999999999998,0.1489,0.1797,1.21,29722900.0,7752950000.0,0.59,0.09480000000000001
CSNA3,12.44,892.24,0.95,0.376,0.1173,0.18,2.24,2.73,-0.42,7.7,4.89,0.1377,0.017,0.0882,0.0011,1.29,104423000.0,17297400000.0,2.68,0.1414
